,0,1,2,3
CORO1C,0.069,0.075,0.039,0.994
NEDD4,0.972,0.075,0.197,0.105
C20orf39,0.135,0.132,0.14,0.972
TSPYL4,0.076,0.088,0.993,0.031
GAB2,0.1,0.974,0.198,0.05
CD79A,0.131,0.983,0.12,0.048
CREB3,0.108,0.053,0.184,0.976
TPX2,0.048,0.994,0.078,0.064
PODXL,0.949,0.167,0.255,0.084
EFCAB2,0.112,0.952,0.195,0.205
BHLHB9,0.074,0.047,0.971,0.224
ITM2C,0.044,0.074,0.996,0.023
CCDC69,0.151,0.946,0.266,0.108
CCRL1,0.994,0.026,0.099,0.026
SLC19A2,0.122,0.123,0.166,0.971
CPNE1,0.066,0.096,0.993,0.033
ZNF124,0.136,0.042,0.969,0.202
ADCY7,0.974,0.111,0.167,0.109
TAF15,0.054,0.975,0.112,0.185
TGIF2,0.053,0.979,0.163,0.107
MBIP,0.933,0.126,0.215,0.259
CGRRF1,0.957,0.069,0.175,0.219
CBR4,0.017,0.158,0.987,0.023
SEMA4D,0.097,0.974,0.167,0.119
ZNF654,0.938,0.18,0.241,0.171
ZFP30,0.077,0.109,0.985,0.109
AGPAT5,0.108,0.107,0.108,0.982
TRAPPC2,0.133,0.102,0.187,0.968
XPA,0.092,0.091,0.182,0.975
GBP2,0.023,0.997,0.073,0.027
KLF10,0.991,0.041,0.118,0.053
ALDH6A1,0.084,0.008,0.996,0.023
BATF,0.039,0.145,0.988,0.028
STAC,0.198,0.012,0.964,0.175
KTELC1,0.052,0.975,0.211,0.038
TSPAN15,0.067,0.969,0.201,0.131
RELB,0.02,0.997,0.069,0.02
SNAP25,0.075,0.152,0.984,0.045
TGM2,0.951,0.177,0.216,0.136
VWF,0.977,0.102,0.156,0.106
LDB2,0.969,0.131,0.167,0.123
TGDS,0.126,0.088,0.139,0.978
SMARCA1,0.969,0.033,0.189,0.154
CREG1,0.024,0.009,0.009,1.0
PCYT1A,0.086,0.093,0.102,0.987
NADSYN1,0.03,0.111,0.986,0.123
SGK3,0.098,0.961,0.176,0.189
PPAP2B,0.104,0.979,0.15,0.094
THSD1,0.989,0.042,0.122,0.071
TIMP1,0.986,0.056,0.149,0.039
EPHB1,0.023,0.141,0.99,0.014
F2R,0.981,0.079,0.157,0.087
ITCH,0.089,0.967,0.181,0.152
POU3F2,0.024,0.032,0.057,0.998
GLRB,0.052,0.017,0.073,0.996
SSR3,0.956,0.073,0.159,0.235
C2orf49,0.062,0.06,0.079,0.993
FEM1B,0.961,0.092,0.175,0.193
TOPORS,0.098,0.087,0.183,0.974
SLC5A7,0.038,0.007,0.047,0.998
DEFA6,0.113,0.044,0.987,0.109
H1F0,0.18,0.052,0.123,0.975
LDLRAP1,0.091,0.958,0.258,0.087
POU4F1,0.071,0.139,0.985,0.071
TULP4,0.15,0.929,0.319,0.109
MYO6,0.059,0.966,0.25,0.04
PAAF1,0.035,0.056,0.943,0.326
MARCKSL1,0.056,0.086,0.994,0.026
IMPACT,0.083,0.057,0.107,0.989
KLF11,0.095,0.974,0.173,0.116
GPR19,0.025,0.993,0.072,0.095
BTBD3,0.158,0.944,0.23,0.177
HBE1,0.1,0.085,0.982,0.135
WDR41,0.047,0.05,0.998,0.01
A2M,0.971,0.136,0.171,0.102
PTPRF,0.032,0.091,0.995,0.025
GINS4,0.014,0.028,0.02,0.999
CYP2B7P1,0.122,0.089,0.979,0.136
ZNF211,0.954,0.081,0.284,0.054
ATF5,0.057,0.098,0.107,0.988
DCK,0.11,0.968,0.129,0.185
MICALL2,0.075,0.972,0.222,0.033
ROGDI,0.035,0.028,0.065,0.997
DTL,0.067,0.964,0.083,0.244
MED28,0.039,0.114,0.117,0.986
PHKA2,0.069,0.083,0.992,0.069
FDFT1,0.065,0.154,0.866,0.471
MICAL3,0.946,0.083,0.222,0.219
CHKA,0.104,0.959,0.227,0.137
RRM1,0.051,0.058,0.052,0.996
C1orf115,0.097,0.964,0.151,0.195
RAB20,0.121,0.961,0.176,0.176
SEMA4A,0.084,0.053,0.986,0.131
FAM64A,0.09,0.132,0.139,0.977
JARID2,0.134,0.088,0.144,0.977
PIGN,0.059,0.041,0.985,0.154
CSAD,0.077,0.959,0.263,0.07
ASTN2,0.035,0.201,0.97,0.131
SPSB1,0.123,0.08,0.095,0.985
KCTD12,0.971,0.144,0.146,0.124
ZNF22,0.105,0.972,0.201,0.058
NRTN,0.015,0.034,0.03,0.999
OAZ3,0.12,0.146,0.207,0.96
SOX4,0.089,0.075,0.99,0.083
LHX6,0.028,0.069,0.997,0.012
SLC22A18,0.136,0.039,0.122,0.982
MAP3K6,0.054,0.112,0.992,0.027
ZXDC,0.072,0.098,0.99,0.067
PLA1A,0.946,0.179,0.243,0.121
ELMO3,0.072,0.005,0.997,0.017
SETMAR,0.064,0.048,0.99,0.112
RHBDF1,0.061,0.04,0.997,0.029
C6orf211,0.147,0.959,0.196,0.14
CP110,0.13,0.965,0.194,0.117
PLEKHO1,0.116,0.965,0.131,0.194
ARHGAP19,0.084,0.952,0.209,0.207
SIX1,0.038,0.056,0.091,0.994
MYNN,0.063,0.099,0.088,0.989
LOC23117,0.07,0.977,0.185,0.081
MNS1,0.018,0.996,0.088,0.017
C9orf61,0.053,0.131,0.989,0.052
LTB4R,0.962,0.11,0.145,0.202
SPAG5,0.016,0.996,0.05,0.074
REPIN1,0.012,0.994,0.076,0.078
HPN,0.111,0.113,0.981,0.116
LHFPL2,0.155,0.966,0.198,0.067
RNF141,0.081,0.064,0.066,0.992
GAS1,0.991,0.069,0.092,0.071
ANGPTL2,0.978,0.11,0.153,0.095
RAB15,0.033,0.014,0.994,0.1
PRODH,0.088,0.13,0.117,0.981
ARL4C,0.112,0.957,0.13,0.234
CYFIP2,0.061,0.978,0.195,0.043
SLC25A20,0.079,0.958,0.177,0.213
ACVR2A,0.049,0.029,0.998,0.029
FOXO1,0.98,0.044,0.167,0.093
CBX5,0.089,0.955,0.154,0.238
SMU1,0.104,0.081,0.149,0.98
GCAT,0.015,0.018,0.029,0.999
CDC42BPB,0.076,0.067,0.991,0.091
PLCG2,0.084,0.087,0.992,0.046
UBXD7,0.961,0.136,0.2,0.137
TR2IT1,0.088,0.119,0.983,0.111
NEDD4L,0.057,0.039,0.065,0.996
IFT122,0.091,0.974,0.189,0.085
TNF,0.06,0.233,0.969,0.048
ALDH3B2,0.054,0.025,0.997,0.042
OSBPL1A,0.953,0.072,0.172,0.241
ZBTB16,0.088,0.104,0.987,0.083
DDEF1,0.133,0.961,0.174,0.169
SIX2,0.028,0.989,0.097,0.11
TPK1,0.096,0.121,0.981,0.12
C5orf21,0.075,0.036,0.154,0.985
ABAT,0.071,0.026,0.996,0.051
CRIM1,0.969,0.059,0.222,0.094
TGM3,0.131,0.07,0.965,0.217
GGH,0.023,0.117,0.028,0.992
PRKAG2,0.076,0.964,0.172,0.19
CD19,0.055,0.989,0.117,0.07
ANTXR1,0.959,0.107,0.237,0.116
ST3GAL6,0.958,0.139,0.226,0.11
KIF15,0.054,0.987,0.127,0.085
EFHD2,0.051,0.086,0.995,0.02
DDR1,0.075,0.043,0.936,0.34
ABHD4,0.055,0.02,0.031,0.998
HIST1H2AM,0.114,0.072,0.986,0.093
MINA,0.04,0.094,0.993,0.054
AGPS,0.141,0.958,0.189,0.163
PPAT,0.045,0.078,0.075,0.993
GPRC5D,0.098,0.053,0.103,0.988
WDR19,0.093,0.953,0.281,0.061
APTX,0.033,0.018,0.045,0.998
NUP155,0.117,0.099,0.165,0.974
PKP4,0.083,0.957,0.185,0.208
EFTUD1,0.969,0.1,0.199,0.102
PMS2L5,0.086,0.155,0.965,0.191
HPD,0.068,0.071,0.992,0.073
ZNF226,0.073,0.064,0.995,0.021
NMI,0.081,0.983,0.146,0.078
IL13RA1,0.939,0.122,0.189,0.26
LDLR,0.06,0.136,0.099,0.984
C16orf30,0.977,0.071,0.175,0.095
ATAD2,0.041,0.99,0.089,0.103
SMPDL3B,0.068,0.985,0.152,0.044
ZNF432,0.099,0.035,0.994,0.029
DLG1,0.14,0.944,0.194,0.229
APOL3,0.018,0.998,0.067,0.01
RHOF,0.032,0.117,0.993,0.012
TMEM48,0.064,0.981,0.162,0.085
SWAP70,0.957,0.108,0.201,0.178
WDR32,0.928,0.123,0.275,0.22
HMBOX1,0.096,0.047,0.994,0.032
GPR137B,0.075,0.095,0.992,0.041
ENOSF1,0.054,0.045,0.991,0.116
ARMCX5,0.074,0.097,0.151,0.981
BPHL,0.064,0.056,0.143,0.986
AKAP13,0.958,0.114,0.226,0.137
FPRL2,0.109,0.979,0.151,0.085
CCND3,0.08,0.049,0.085,0.992
UBE1,0.092,0.011,0.996,0.008
FGF3,0.173,0.162,0.879,0.414
COL4A4,0.059,0.99,0.124,0.034
DYRK4,0.09,0.968,0.156,0.174
KIF4A,0.08,0.976,0.139,0.15
CLMN,0.154,0.935,0.231,0.219
CEACAM7,0.017,0.042,0.999,0.02
PLEKHF1,0.111,0.968,0.221,0.028
ZYX,0.248,0.015,0.969,0.008
CNIH3,0.156,0.105,0.161,0.969
DKFZp762E1312,0.082,0.965,0.159,0.192
EYA4,0.151,0.124,0.136,0.971
HSPBAP1,0.962,0.155,0.209,0.085
GSK3B,0.092,0.094,0.987,0.088
GDPD3,0.027,0.012,0.999,0.027
ESPL1,0.053,0.98,0.131,0.137
SLC27A3,0.965,0.065,0.211,0.143
SYT11,0.123,0.961,0.17,0.178
TTC33,0.096,0.14,0.192,0.967
PTPLB,0.938,0.167,0.232,0.196
MNAT1,0.073,0.067,0.09,0.991
FXR1,0.019,0.028,0.02,0.999
POLB,0.021,0.118,0.062,0.991
FADS3,0.97,0.133,0.175,0.107
DHFR,0.056,0.971,0.14,0.185
TMEM50B,0.064,0.153,0.159,0.973
ADAM17,0.075,0.091,0.081,0.99
HRAS,0.134,0.072,0.139,0.978
STCH,0.161,0.945,0.171,0.227
GIMAP5,0.058,0.988,0.096,0.105
PRMT3,0.077,0.027,0.065,0.995
GALNT7,0.112,0.091,0.221,0.965
DNAJB9,0.939,0.174,0.176,0.238
FAM49A,0.089,0.988,0.105,0.077
KLF8,0.958,0.093,0.25,0.104
BIRC5,0.022,0.105,0.034,0.994
TLR7,0.122,0.97,0.163,0.132
SEC14L1,0.165,0.94,0.187,0.234
SEC23A,0.956,0.112,0.186,0.197
ATP7B,0.117,0.069,0.982,0.133
TSPAN6,0.046,0.013,0.966,0.256
MCC,0.077,0.045,0.989,0.116
PCGF1,0.217,0.011,0.976,0.016
TSC22D3,0.063,0.111,0.079,0.989
SCCPDH,0.033,0.007,0.994,0.108
PIGG,0.033,0.169,0.985,0.019
GCNT1,0.139,0.124,0.2,0.962
IFITM3,0.987,0.081,0.092,0.104
SIP1,0.053,0.045,0.065,0.995
ME3,0.074,0.12,0.989,0.037
GFPT1,0.123,0.962,0.184,0.16
LAIR2,0.959,0.128,0.192,0.166
TMEM8,0.95,0.124,0.236,0.164
LGALS3BP,0.058,0.038,0.998,0.005
LOC130074,0.061,0.969,0.184,0.156
CCNL2,0.061,0.973,0.216,0.058
GINS1,0.058,0.135,0.059,0.987
GYS1,0.108,0.033,0.99,0.088
RPS6KA3,0.107,0.049,0.07,0.991
TPST1,0.987,0.056,0.098,0.118
MAGEH1,0.96,0.101,0.133,0.223
PAQR4,0.109,0.974,0.185,0.074
MORC1,0.066,0.103,0.99,0.064
MYO1D,0.949,0.089,0.295,0.067
ISOC2,0.071,0.968,0.169,0.172
KCNMA1,0.118,0.968,0.147,0.166
VEGFA,0.105,0.021,0.993,0.051
KIAA0649,0.062,0.119,0.989,0.055
SPEN,0.154,0.948,0.269,0.076
C13orf34,0.155,0.94,0.193,0.235
TCIRG1,0.102,0.965,0.24,0.027
C12orf48,0.015,0.99,0.04,0.133
LAPTM4B,0.081,0.139,0.97,0.183
IFIT5,0.157,0.947,0.255,0.112
PHF15,0.059,0.211,0.974,0.059
PLP2,0.465,0.027,0.752,0.466
KIAA0888,0.092,0.031,0.093,0.991
CHRNA5,0.037,0.987,0.089,0.132
MCM2,0.042,0.993,0.084,0.068
NCAPH,0.068,0.972,0.119,0.193
CRTAP,0.962,0.058,0.145,0.225
ST8SIA4,0.048,0.079,0.065,0.994
ATXN1,0.948,0.156,0.196,0.194
PTPRK,0.159,0.025,0.987,0.019
CDCA8,0.071,0.979,0.137,0.135
AP2B1,0.045,0.04,0.047,0.997
GADD45A,0.978,0.103,0.179,0.025
C12orf5,0.126,0.97,0.186,0.093
AP3D1,0.063,0.975,0.197,0.084
FADS2,0.046,0.99,0.044,0.13
BMP2K,0.106,0.979,0.138,0.102
SERPINB8,0.954,0.166,0.2,0.151
FANCE,0.087,0.088,0.094,0.988
STARD13,0.981,0.084,0.16,0.07
FN1,0.992,0.05,0.098,0.055
CDC2,0.026,0.985,0.04,0.163
RAB7L1,0.941,0.131,0.222,0.221
HMHA1,0.075,0.988,0.117,0.074
SH2B3,0.086,0.988,0.119,0.051
CYBA,0.036,0.085,0.996,0.016
HIRA,0.126,0.057,0.979,0.147
PRKCDBP,0.988,0.073,0.125,0.056
STOML2,0.013,0.009,0.033,0.999
REEP4,0.058,0.018,0.998,0.02
VPS8,0.04,0.017,0.041,0.998
SLC5A6,0.043,0.988,0.139,0.047
FGL1,0.131,0.026,0.99,0.033
F11R,0.086,0.027,0.977,0.192
TRAF3IP2,0.081,0.109,0.99,0.035
EXTL2,0.954,0.08,0.23,0.175
TBC1D2B,0.11,0.96,0.253,0.058
GTF2H4,0.134,0.947,0.19,0.22
SUPT3H,0.949,0.129,0.206,0.199
PSORS1C2,0.06,0.39,0.919,0.013
CD40,0.028,0.992,0.125,0.02
ZNF85,0.124,0.056,0.991,0.02
PLSCR1,0.164,0.963,0.174,0.124
MAP4K4,0.975,0.09,0.176,0.105
PTPRH,0.059,0.132,0.982,0.125
TGFB3,0.974,0.123,0.167,0.09
CYP3A5,0.013,0.036,0.999,0.018
LOC339047,0.03,0.127,0.991,0.025
VANGL1,0.146,0.927,0.258,0.231
RNF43,0.108,0.965,0.16,0.18
CDKN1A,0.124,0.018,0.992,0.01
NXT2,0.055,0.079,0.114,0.989
BECN1,0.129,0.129,0.243,0.953
HIST1H2BI,0.952,0.136,0.211,0.176
APOC3,0.074,0.046,0.995,0.047
FREQ,0.932,0.171,0.214,0.236
GALNACT-2,0.966,0.153,0.188,0.088
FAM3C,0.055,0.041,0.066,0.995
THAP10,0.103,0.099,0.977,0.158
TRAF4,0.048,0.984,0.114,0.13
PPIC,0.069,0.028,0.997,0.013
HSF2BP,0.087,0.055,0.995,0.018
SNX16,0.138,0.935,0.251,0.21
RAB23,0.948,0.14,0.182,0.219
F8,0.143,0.963,0.162,0.163
ZNF571,0.093,0.024,0.995,0.026
CXorf34,0.113,0.016,0.979,0.168
YLPM1,0.096,0.095,0.985,0.107
SETD6,0.057,0.059,0.986,0.148
CENPE,0.047,0.987,0.108,0.112
PPIE,0.089,0.957,0.226,0.162
MAD2L1,0.043,0.98,0.057,0.186
PGDS,0.96,0.104,0.191,0.174
HMGCS2,0.017,0.123,0.992,0.007
PRSS1,0.071,0.039,0.092,0.992
HES1,0.044,0.039,0.998,0.012
FAM20B,0.017,0.018,0.03,0.999
LASS6,0.022,0.017,0.035,0.999
ESRRG,0.012,0.01,0.022,1.0
CHIC2,0.065,0.048,0.063,0.995
C12orf4,0.101,0.978,0.145,0.115
MAP7,0.087,0.059,0.99,0.092
RND1,0.962,0.145,0.202,0.109
EDG7,0.043,0.016,0.029,0.999
RNF170,0.082,0.073,0.102,0.989
KCNMB3,0.066,0.093,0.109,0.988
BID,0.01,0.015,0.02,1.0
ZNF107,0.935,0.164,0.289,0.126
ATP1B3,0.117,0.083,0.117,0.983
JHDM1D,0.154,0.941,0.179,0.242
LPIN2,0.082,0.984,0.119,0.1
UGCG,0.994,0.045,0.089,0.055
USP36,0.122,0.957,0.243,0.098
TMEM39A,0.943,0.162,0.242,0.162
CLK1,0.957,0.16,0.205,0.126
PARVA,0.986,0.053,0.131,0.088
HOMER2,0.982,0.054,0.145,0.104
PH-4,0.014,0.023,0.999,0.017
MAPKBP1,0.968,0.09,0.201,0.123
CUEDC1,0.064,0.968,0.15,0.192
ZFP36L2,0.946,0.152,0.256,0.129
PIK3IP1,0.055,0.038,0.995,0.078
CEP72,0.092,0.962,0.222,0.126
EPB41L1,0.016,0.019,1.0,0.013
C1orf63,0.044,0.976,0.207,0.042
COMT,0.066,0.017,0.865,0.497
ITPKC,0.134,0.077,0.987,0.05
TUG1,0.052,0.013,0.998,0.02
COL4A1,0.98,0.077,0.133,0.127
TRAF5,0.075,0.982,0.162,0.061
DSP,0.984,0.074,0.143,0.072
SLC36A1,0.941,0.156,0.22,0.203
ZNF304,0.956,0.128,0.243,0.101
SULT2B1,0.979,0.065,0.134,0.141
GALNT1,0.048,0.012,0.065,0.997
PIAS2,0.048,0.103,0.111,0.987
SHMT1,0.059,0.09,0.092,0.99
MAPK12,0.014,0.015,0.016,1.0
BBS10,0.098,0.97,0.203,0.091
CYB5R1,0.179,0.021,0.983,0.02
C16orf45,0.031,0.009,0.999,0.01
BRP44L,0.033,0.984,0.155,0.076
PMS2,0.034,0.036,0.065,0.997
TMBIM1,0.966,0.034,0.242,0.084
CCDC91,0.114,0.065,0.144,0.981
PPID,0.079,0.984,0.145,0.072
USP25,0.944,0.128,0.238,0.188
ARHGEF18,0.031,0.023,0.999,0.003
NSUN3,0.056,0.06,0.064,0.995
SLC25A1,0.026,0.004,0.032,0.999
SALL2,0.942,0.139,0.24,0.191
MRC2,0.989,0.065,0.11,0.069
FLJ20920,0.047,0.06,0.997,0.033
PLA2G4C,0.115,0.967,0.202,0.108
PXMP4,0.074,0.123,0.981,0.132
TOMM22,0.038,0.073,0.064,0.995
NR2F2,0.96,0.066,0.235,0.133
ITGB8,0.066,0.075,0.073,0.992
RCBTB1,0.957,0.096,0.176,0.208
ARHGEF3,0.098,0.977,0.156,0.107
SH3BGRL,0.098,0.014,0.995,0.006
PTPN3,0.122,0.95,0.212,0.192
PAF1,0.098,0.967,0.229,0.053
TOP2A,0.06,0.146,0.082,0.984
UBE2C,0.045,0.983,0.11,0.141
SLC25A4,0.034,0.14,0.14,0.98
TXLNA,0.071,0.965,0.23,0.104
NOL4,0.094,0.058,0.984,0.14
PARD3,0.07,0.081,0.131,0.986
C13orf15,0.98,0.058,0.134,0.138
TNFRSF10B,0.077,0.127,0.989,0.008
HK1,0.094,0.035,0.746,0.659
PVRIG,0.024,0.997,0.065,0.031
PPIF,0.017,0.005,0.006,1.0
TIMM8A,0.025,0.025,0.036,0.999
TYK2,0.031,0.989,0.146,0.014
KCTD9,0.958,0.14,0.176,0.179
CEP76,0.091,0.071,0.087,0.99
ZFYVE21,0.059,0.024,0.995,0.078
